Customer ID,Gender,Age,Income (USD/Month),,,
13024,Female,40,11840,,,
13025,Male,38,9998,,,
13026,Male,31,8395,,,
13027,Female,31,21057,,,
13029,Male,38,10873,,,
13030,Male,30,32554,,,
13031,Female,25,18512,,,
13032,Female,53,21650,,,
13033,Female,58,23786,,,
13034,Male,32,3718,,,
13036,Female,19,7617,,,
13037,Male,44,22760,,,
13038,Female,38,4818,,,
13039,Female,31,2854,,,
13040,Male,22,30530,,,
13041,Female,56,22207,,,
13042,Female,18,12001,,,
13043,Male,36,13333,,,
13044,Female,24,14092,,,
13045,Female,39,18315,,,
13046,Female,28,4864,,,
13047,Male,40,16876,,,
13048,Female,37,3924,,,
13049,Female,30,24688,,,
13050,Male,38,14178,,,
13051,Male,41,23275,,,
13052,Female,63,20618,,,
13053,Female,34,23040,,,
13054,Male,23,20240,,,
13055,Male,38,12800,,,
13056,Male,34,9980,,,
13057,Female,18,4679,,,
13058,Female,26,26177,,,
13059,Male,32,10794,,,
13060,Female,54,27023,,,
13061,Male,52,11146,,,
13062,Male,33,7685,,,
13063,Male,18,26021,,,
13064,Male,25,23997,,,
13065,Female,22,7351,,,
13066,Male,34,3744,,,
13067,Male,28,26977,,,
13068,Female,27,29428,,,
13069,Male,20,19853,,,
13070,Female,23,8797,,,
13071,Male,21,17630,,,
13072,Male,36,24044,,,
13073,Female,20,6619,,,
13074,Female,55,23468,,,
13075,Male,65,16421,,,
13076,Female,18,5091,,,
13077,Male,37,21528,,,
13078,Female,34,15171,,,
13079,Female,31,7717,,,
13080,Male,18,23237,,,
13081,Female,27,7644,,,
13082,Female,57,14212,,,
13083,Female,27,4400,,,
13084,Female,33,33885,,,
13085,Female,63,2655,,,
13086,Female,32,17686,,,
13087,Male,32,24583,,,
13088,Female,23,22392,,,
13089,Female,37,10212,,,
13090,Male,40,17601,,,
13091,Male,19,21417,,,
13092,Male,33,12143,,,
13093,Male,48,10361,,,
13094,Male,24,13869,,,
13095,Male,27,9222,,,
13096,Male,24,2899,,,
13097,Female,25,26801,,,
13098,Female,64,12369,,,
13099,Male,27,19152,,,
13100,Male,33,19054,,,
13101,Male,29,20488,,,
13102,Female,51,18999,,,
13103,Female,33,9967,,,
13104,Female,32,4072,,,
13105,Male,39,23416,,,
13106,Male,28,32149,,,
13107,Male,36,18908,,,
13108,Male,20,2849,,,
13109,Female,27,6881,,,
13110,Male,57,9907,,,
13111,Male,21,2155,,,
13112,Female,31,14462,,,
13113,Male,31,23751,,,
13114,Male,21,6409,,,
13115,Male,21,30031,,,
13116,Male,21,18133,,,
13117,Male,61,7316,,,
13118,Female,28,16211,,,
13119,Female,52,16986,,,
13120,Female,25,3873,,,
13121,Male,23,11513,,,
13122,Male,32,30241,,,
13123,Female,39,24856,,,
13124,Female,53,20413,,,
13125,Male,38,23862,,,
13126,Male,36,26146,,,
13127,Male,32,15206,,,
13128,Male,37,8548,,,
13129,Male,47,21542,,,
13130,Female,20,28251,,,
13131,Male,26,7403,,,
13132,Female,62,7356,,,
13133,Female,18,23327,,,
13134,Male,31,14915,,,
13135,Female,32,4003,,,
13136,Male,36,23480,,,
13137,Female,30,2688,,,
13138,Male,45,10471,,,
13139,Female,38,10376,,,
13140,Female,39,24030,,,
13141,Female,29,23906,,,
13142,Male,27,22951,,,
13143,Female,35,8230,,,
13144,Female,35,11508,,,
13145,Male,26,31350,,,
13146,Male,22,14362,,,
13147,Male,27,2074,,,
13148,Male,46,11149,,,
13149,Female,29,16121,,,
13150,Female,40,3872,,,
13151,Female,36,34288,,,
13152,Male,46,6426,,,
13153,Female,39,7027,,,
13154,Male,40,14807,,,
13155,Female,46,10275,,,
13156,Male,50,7370,,,
13157,Male,38,7082,,,
13158,Female,52,18327,,,
13159,Female,26,4700,,,
13160,Female,51,22945,,,
13161,Female,23,16228,,,
13162,Male,47,22445,,,
13164,Male,50,4272,,,
13165,Male,59,8517,,,
13166,Male,19,21371,,,
13167,Female,40,10378,,,
13168,Male,44,12795,,,
13169,Male,29,19085,,,
13170,Female,20,2040,,,
13171,Male,19,22412,,,
13172,Male,62,13286,,,
13173,Female,21,24577,,,
13174,Female,59,24056,,,
13175,Female,22,34762,,,
13176,Male,24,31392,,,
13177,Female,36,14171,,,
13178,Female,28,23304,,,
13179,Female,29,33670,,,
13180,Female,29,25468,,,
13182,Female,29,10374,,,
13183,Male,29,18336,,,
13184,Male,25,11150,,,
13185,Male,18,2954,,,
13186,Female,33,14568,,,
13187,Female,38,4260,,,
13188,Female,27,29466,,,
13189,Male,20,24608,,,
13190,Female,29,6091,,,
13191,Male,62,19674,,,
13192,Male,19,17356,,,
13193,Female,29,9379,,,
13194,Male,30,22512,,,
13195,Female,40,18504,,,
13196,Female,26,17923,,,
13197,Male,22,2932,,,
13198,Female,59,3023,,,
13199,Female,28,22747,,,
13200,Female,28,13037,,,
13201,Female,27,19156,,,
13202,Male,62,32723,,,
13203,Male,39,14043,,,
13204,Male,26,4335,,,
13205,Male,32,3992,,,
13206,Female,22,15972,,,
13207,Female,23,3846,,,
13208,Male,24,12658,,,
13209,Female,48,3988,,,
13210,Male,63,16918,,,
13211,Female,38,34196,,,
13212,Female,55,18870,,,
13213,Male,22,8236,,,
13214,Male,40,20957,,,
13215,Male,58,21085,,,
13216,Female,19,23827,,,
13217,Female,30,5996,,,
13218,Male,41,17759,,,
13220,Male,25,18911,,,
13221,Female,30,19423,,,
13223,Female,23,8620,,,
13224,Female,37,21012,,,
13226,Female,26,23160,,,
13227,Male,21,13964,,,
13228,Female,33,8536,,,
13229,Male,46,14539,,,
13230,Male,56,17542,,,
13231,Male,61,22435,,,
13232,Female,33,16195,,,
13233,Female,23,26083,,,
13234,Female,30,23510,,,
13235,Male,35,8337,,,
13236,Male,32,24773,,,
13237,Female,28,6182,,,
13238,Female,22,19704,,,
13239,Male,24,21863,,,
13241,Female,47,30435,,,
13242,Female,33,19002,,,
13243,Female,26,2100,,,
13244,Male,62,24969,,,
13245,Male,46,28256,,,
13246,Male,19,10848,,,
13247,Female,50,3948,,,
13248,Female,22,22701,,,
13249,Female,21,12836,,,
13250,Female,34,9286,,,
13251,Female,47,4287,,,
13252,Female,18,21125,,,
13253,Male,34,23013,,,
13254,Male,59,34059,,,
13255,Female,26,31949,,,
13256,Female,38,21487,,,
13258,Male,36,13202,,,
13259,Female,62,16542,,,
13260,Male,62,15161,,,
13261,Male,32,12764,,,
13262,Female,26,15706,,,
13263,Female,23,20418,,,
13264,Female,35,3805,,,
13266,Female,37,7052,,,
13267,Male,59,9840,,,
13268,Female,29,6352,,,
13269,Male,31,11429,,,
13270,Female,54,17075,,,
13271,Male,18,13117,,,
13272,Male,18,19823,,,
13274,Female,31,23224,,,
13275,Male,25,12341,,,
13276,Male,63,16510,,,
13277,Male,38,14419,,,
13278,Female,37,10555,,,
13279,Male,34,14572,,,
13280,Female,40,20294,,,
13281,Male,22,20542,,,
13282,Male,50,16752,,,
13283,Male,63,19037,,,
13284,Female,51,6580,,,
13285,Female,18,13331,,,
13286,Female,20,23916,,,
13287,Female,49,29696,,,
13288,Female,38,20630,,,
13289,Male,48,19368,,,
13290,Male,23,19092,,,
13291,Female,60,13583,,,
13292,Female,29,18604,,,
13293,Female,22,16737,,,
13294,Female,23,5448,,,
13295,Male,51,12097,,,
13296,Male,27,21799,,,
13297,Female,64,11102,,,
13298,Male,34,14780,,,
13299,Female,44,21441,,,
13300,Female,51,13786,,,
13301,Female,21,18345,,,
13302,Male,26,30305,,,
13303,Female,49,13787,,,
13304,Female,28,9653,,,
13305,Male,18,21404,,,
13306,Male,32,23552,,,
13307,Male,35,9516,,,
13308,Female,19,15046,,,
13309,Female,29,3577,,,
13310,Male,47,5011,,,
13311,Male,28,13405,,,
13312,Male,51,30471,,,
13313,Male,55,18894,,,
13314,Female,28,23039,,,
13315,Male,18,23164,,,
13316,Female,37,12766,,,
13317,Female,35,25539,,,
13318,Male,23,18399,,,
13319,Male,30,4797,,,
13320,Female,28,12375,,,
13321,Female,55,16810,,,
13322,Female,35,20871,,,
13323,Female,20,14543,,,
13325,Male,55,30252,,,
13326,Male,18,19312,,,
13328,Female,32,19522,,,
13329,Male,34,9489,,,
13330,Female,35,24631,,,
13331,Male,55,25652,,,
13332,Female,36,11902,,,
13333,Male,24,24387,,,
13334,Male,29,5111,,,
13335,Male,36,6338,,,
13336,Male,20,2085,,,
13337,Male,22,24619,,,
13338,Female,38,13146,,,
13339,Male,50,15132,,,
13340,Male,23,27256,,,
13341,Female,64,4232,,,
13342,Male,64,15647,,,
13343,Female,32,2428,,,
13344,Male,39,16463,,,
13345,Female,38,8514,,,
13346,Female,65,27855,,,
13347,Female,23,5518,,,
13348,Male,19,14654,,,
13349,Female,30,9523,,,
13350,Female,56,19079,,,
13351,Male,26,23786,,,
13352,Male,28,4562,,,
13353,Male,53,16785,,,
13354,Male,23,26427,,,
13355,Female,24,23619,,,
13356,Female,39,19993,,,
13357,Male,40,18155,,,
13358,Female,28,15903,,,
13359,Male,19,3367,,,
13360,Male,30,10053,,,
13361,Male,60,23951,,,
13362,Male,48,4632,,,
13363,Female,19,29053,,,
13364,Male,20,11150,,,
13365,Male,28,21461,,,
13366,Male,34,34787,,,
13367,Female,51,21970,,,
13368,Female,27,21858,,,
13369,Female,22,8554,,,
13370,Male,18,22740,,,
13371,Female,34,3091,,,
13372,Male,18,15373,,,
13373,Male,28,23068,,,
13374,Female,24,15696,,,
13375,Male,22,25833,,,
13376,Female,24,18797,,,
13377,Female,25,23179,,,
13378,Female,33,10409,,,
13379,Female,23,21505,,,
13380,Female,26,19315,,,
13381,Female,35,10454,,,
13382,Female,22,17637,,,
13384,Male,37,18270,,,
13385,Male,36,3172,,,
13386,Female,44,12209,,,
13387,Male,24,23400,,,
13388,Male,31,21056,,,
13389,Male,25,20464,,,
13390,Female,21,22498,,,
13391,Female,25,8553,,,
13392,Female,53,30198,,,
13393,Female,47,24055,,,
13394,Male,24,21999,,,
13395,Male,58,13771,,,
13396,Male,56,16601,,,
13397,Male,54,22846,,,
13398,Female,37,7710,,,
13399,Male,23,32046,,,
13400,Male,24,13777,,,
13401,Female,39,17805,,,
13402,Female,56,4620,,,
13403,Male,63,28824,,,
13404,Female,34,23665,,,
13405,Male,31,17501,,,
13406,Female,32,4474,,,
13407,Female,50,2923,,,
13408,Female,24,18123,,,
13409,Female,57,29402,,,
13410,Female,49,10910,,,
13411,Female,48,24561,,,
13412,Female,20,13119,,,
13413,Male,59,18561,,,
13414,Female,32,16695,,,
13415,Male,65,20335,,,
13416,Male,43,20703,,,
13417,Female,59,27867,,,
13418,Female,21,8501,,,
13419,Female,38,8135,,,
13420,Female,30,14699,,,
13421,Male,32,13570,,,
13422,Female,18,24760,,,
13423,Male,39,24824,,,
13424,Male,51,22072,,,
13425,Male,29,16962,,,
13427,Female,24,2457,,,
13428,Male,21,34408,,,
13429,Male,18,15148,,,
13430,Female,31,20409,,,
13431,Male,41,2294,,,
13432,Male,50,19478,,,
13433,Female,32,27739,,,
13434,Female,52,13075,,,
13435,Female,51,17451,,,
13436,Male,31,30571,,,
13437,Female,39,3879,,,
13438,Female,37,24160,,,
13439,Male,34,15383,,,
13440,Female,34,5973,,,
13441,Male,26,23913,,,
13442,Male,21,24399,,,
13443,Male,20,6788,,,
13444,Female,23,13631,,,
13445,Male,26,21189,,,
13446,Male,20,12646,,,
13447,Male,31,24847,,,
13448,Male,28,29050,,,
13450,Female,60,10484,,,
13451,Male,18,16643,,,
13452,Female,24,24543,,,
13453,Male,40,15431,,,
13454,Female,52,17344,,,
13455,Male,48,4934,,,
13456,Male,27,14393,,,
13457,Female,58,19161,,,
13458,Female,24,7772,,,
13459,Female,51,12885,,,
13460,Female,37,23912,,,
13461,Male,57,12987,,,
13462,Female,35,20285,,,
13463,Male,41,19198,,,
13464,Male,34,4982,,,
13466,Male,24,21819,,,
13467,Female,18,3963,,,
13468,Female,46,17176,,,
13469,Female,59,21248,,,
13470,Male,23,16679,,,
13471,Female,26,19106,,,
13472,Male,31,3445,,,
13473,Male,63,24755,,,
13474,Male,41,3075,,,
13475,Female,31,10905,,,
13476,Female,19,29887,,,
13477,Female,33,11563,,,
13478,Male,54,12470,,,
13480,Female,52,21984,,,
13481,Male,64,19118,,,
13482,Female,64,18632,,,
13483,Male,40,17714,,,
13484,Female,54,6613,,,
13485,Female,59,8312,,,
13486,Male,26,6393,,,
13487,Male,31,18426,,,
13488,Male,41,4486,,,
13489,Male,27,27434,,,
13490,Male,31,18827,,,
13491,Male,37,24671,,,
13492,Female,53,23571,,,
13493,Female,39,3626,,,
13494,Male,30,6310,,,
13495,Female,38,8591,,,
13496,Female,52,22768,,,
13497,Male,30,13081,,,
13498,Male,19,5221,,,
13499,Male,38,23529,,,
13500,Female,19,4397,,,
13501,Female,35,26965,,,
13502,Female,30,7140,,,
13503,Female,25,3832,,,
13504,Female,20,3963,,,
13505,Female,30,16332,,,
13506,Male,54,4443,,,
13507,Male,43,11877,,,
13508,Female,29,12266,,,
13509,Male,33,14184,,,
13510,Male,33,2085,,,
13511,Female,45,5349,,,
13512,Female,33,8952,,,
13513,Female,32,23971,,,
13514,Female,27,21886,,,
13515,Female,29,6118,,,
13516,Male,48,23967,,,
13517,Male,39,11991,,,
13518,Male,30,8589,,,
13519,Female,43,21833,,,
13520,Female,44,12764,,,
13521,Male,26,21326,,,
13522,Male,63,11048,,,
13523,Female,22,4249,,,
13524,Male,24,6992,,,
13525,Male,51,20508,,,
13526,Female,29,6588,,,
13527,Female,54,30426,,,
13529,Female,51,17172,,,
13530,Male,57,18025,,,
13531,Female,48,6488,,,
13532,Male,19,19084,,,
13533,Male,61,8910,,,
13534,Male,23,26688,,,
13535,Male,33,30497,,,
13536,Male,18,3574,,,
13537,Male,31,18304,,,
13538,Female,26,6469,,,
13539,Female,19,5767,,,
13540,Male,25,13092,,,
13541,Male,39,18365,,,
13542,Female,20,8372,,,
13543,Female,38,4127,,,
13544,Male,19,15801,,,
13545,Female,52,22404,,,
13546,Female,29,8093,,,
13547,Female,20,9423,,,
13548,Male,33,7431,,,
13550,Female,33,17878,,,
13551,Male,37,16234,,,
13552,Female,39,19866,,,
13553,Female,46,2779,,,
13554,Male,39,8241,,,
13555,Female,47,24868,,,
13556,Male,36,15320,,,
13557,Female,25,34176,,,
13558,Female,18,11808,,,
13559,Male,35,15068,,,
13560,Male,55,15489,,,
13561,Male,37,15387,,,
13562,Male,26,5158,,,
13563,Male,29,9256,,,
13564,Male,43,12814,,,
13565,Female,36,21982,,,
13566,Male,26,15715,,,
13567,Female,39,23683,,,
13569,Male,45,24980,,,
13570,Female,37,9632,,,
13571,Male,53,21688,,,
13572,Female,58,27094,,,
13573,Male,26,22424,,,
13574,Female,31,24923,,,
13575,Male,37,18821,,,
13576,Female,38,9588,,,
13577,Female,46,21393,,,
13579,Male,25,14557,,,
13580,Female,24,7237,,,
13581,Male,24,15193,,,
13582,Male,50,18615,,,
13583,Male,47,24810,,,
13584,Female,27,2642,,,
13585,Female,40,9660,,,
13586,Female,20,7813,,,
13587,Male,58,11625,,,
13588,Female,45,19086,,,
13589,Female,23,18998,,,
13590,Male,50,13898,,,
13591,Female,56,5467,,,
13592,Female,23,24548,,,
13593,Female,21,4123,,,
13594,Female,18,7396,,,
13595,Male,32,13177,,,
13596,Male,51,21454,,,
13597,Female,25,21700,,,
13598,Female,30,25517,,,
13599,Male,43,8207,,,
13601,Male,40,30847,,,
13602,Male,28,12327,,,
13603,Male,29,20580,,,
13604,Male,23,9428,,,
13605,Female,46,11356,,,
13606,Male,25,11451,,,
13607,Male,41,22355,,,
13608,Male,29,15277,,,
13609,Female,37,29772,,,
13610,Female,43,16844,,,
13611,Male,19,11752,,,
13612,Male,19,12100,,,
13613,Male,31,24064,,,
13614,Female,39,4757,,,
13615,Female,18,23423,,,
13616,Female,28,18605,,,
13617,Male,27,16303,,,
13618,Male,43,3079,,,
13619,Male,26,12904,,,
13620,Female,24,34395,,,
13621,Female,39,8013,,,
13622,Male,31,20004,,,
13623,Female,31,11022,,,
13624,Female,36,4066,,,
13625,Male,36,16358,,,
13627,Female,35,10687,,,
13628,Female,34,24323,,,
13629,Male,28,10876,,,
13630,Female,34,15961,,,
13631,Female,34,7786,,,
13632,Male,47,20583,,,
13633,Female,23,4717,,,
13634,Female,29,18833,,,
13635,Female,50,9198,,,
13636,Female,37,10550,,,
13637,Female,20,5086,,,
13638,Male,38,22601,,,
13639,Male,24,23446,,,
13640,Female,54,21526,,,
13641,Female,24,7723,,,
13642,Female,29,4672,,,
13643,Male,23,22211,,,
13644,Male,61,9245,,,
13645,Female,30,19669,,,
13647,Male,59,20962,,,
13648,Male,24,30784,,,
13649,Male,38,24253,,,
13650,Male,21,9560,,,
13651,Female,39,23253,,,
13652,Female,23,12243,,,
13654,Female,27,15625,,,
13655,Male,25,20629,,,
13656,Female,49,4084,,,
13657,Male,21,18582,,,
13658,Male,56,10312,,,
13659,Male,27,21583,,,
13660,Male,28,7671,,,
13661,Female,19,20114,,,
13662,Male,24,5947,,,
13663,Male,44,15265,,,
13664,Female,52,9764,,,
13665,Male,56,5927,,,
13666,Male,50,8466,,,
13667,Male,40,18100,,,
13668,Male,34,9156,,,
13669,Male,36,6423,,,
13670,Male,46,33175,,,
13671,Male,39,11477,,,
13672,Male,23,6669,,,
13673,Male,20,6193,,,
13674,Male,25,23146,,,
13675,Male,58,28206,,,
13676,Male,40,7855,,,
13677,Male,31,3964,,,
13678,Male,32,6668,,,
13679,Male,45,20259,,,
13680,Female,43,11723,,,
13681,Female,34,9516,,,
13682,Female,23,12762,,,
13683,Female,27,18292,,,
13684,Female,35,23086,,,
13685,Male,27,16537,,,
13686,Male,61,24937,,,
13687,Female,34,18921,,,
13688,Female,59,13498,,,
13689,Male,41,24414,,,
13690,Male,64,11902,,,
13691,Female,50,24456,,,
13692,Male,24,11940,,,
13693,Male,25,9541,,,
13694,Female,35,2110,,,
13695,Female,49,13494,,,
13697,Female,59,7183,,,
13698,Female,20,13308,,,
13699,Male,18,16141,,,
13700,Female,21,7822,,,
13701,Male,21,18265,,,
13702,Female,53,34576,,,
13703,Female,58,2519,,,
13704,Male,49,16340,,,
13705,Female,30,15210,,,
13706,Female,23,16482,,,
13707,Female,19,29655,,,
13708,Female,24,5838,,,
13709,Male,20,27546,,,
13710,Female,45,15017,,,
13711,Female,27,17187,,,
13712,Female,18,33194,,,
13713,Female,27,16556,,,
13714,Male,39,18858,,,
13715,Male,53,31538,,,
13716,Male,39,18746,,,
13717,Male,34,22568,,,
13718,Male,48,14470,,,
13719,Male,61,18144,,,
13720,Male,44,16493,,,
13721,Male,21,30553,,,
13722,Male,20,14494,,,
13723,Female,39,19616,,,
13724,Female,27,21999,,,
13725,Female,23,25284,,,
13726,Female,62,17465,,,
13727,Female,22,23133,,,
13730,Female,20,27935,,,
13731,Female,20,8725,,,
13732,Male,25,21712,,,
13733,Male,33,2978,,,
13734,Female,31,27399,,,
13735,Female,31,24777,,,
13736,Female,54,24424,,,
13737,Female,27,8762,,,
13738,Male,41,15240,,,
13739,Female,35,23178,,,
13740,Male,33,26891,,,
13741,Male,57,21953,,,
13742,Female,27,9060,,,
13743,Female,23,14607,,,
13744,Male,39,21409,,,
13745,Male,22,32935,,,
13746,Male,38,27941,,,
13747,Male,38,22611,,,
13748,Female,19,12214,,,
13749,Female,57,4989,,,
13750,Male,39,21995,,,
13751,Female,30,16549,,,
13752,Female,21,27951,,,
13753,Female,34,9346,,,
13754,Male,62,15882,,,
13755,Male,32,20242,,,
13756,Female,24,8843,,,
13758,Male,26,12521,,,
13759,Female,30,4048,,,
13760,Female,51,19330,,,
13761,Male,36,16946,,,
13762,Male,24,8532,,,
13764,Male,18,8872,,,
13765,Male,52,12287,,,
13766,Female,20,23017,,,
13767,Male,39,5370,,,
13768,Female,29,23914,,,
13770,Female,23,20210,,,
13771,Male,39,25253,,,
13772,Female,57,16583,,,
13773,Male,21,6103,,,
13774,Male,32,21113,,,
13775,Female,38,19758,,,
13776,Female,26,15127,,,
13777,Female,27,31387,,,
13778,Male,50,21672,,,
13779,Female,39,16730,,,
13780,Female,36,24848,,,
13781,Male,29,15365,,,
13782,Male,40,18699,,,
13783,Male,33,7923,,,
13784,Female,22,20596,,,
13785,Male,18,18519,,,
13786,Male,30,6241,,,
13787,Male,20,30424,,,
13788,Male,36,23411,,,
13789,Male,56,27300,,,
13790,Female,50,14584,,,
13791,Male,18,23066,,,
13792,Female,54,7755,,,
13793,Male,26,9476,,,
13794,Female,43,11231,,,
13795,Female,24,6921,,,
13796,Male,58,10376,,,
13797,Female,27,12359,,,
13798,Male,30,11950,,,
13799,Female,34,21015,,,
13800,Male,32,3821,,,
13801,Male,34,10707,,,
13802,Male,56,13821,,,
13803,Female,27,10531,,,
13804,Male,54,3718,,,
13805,Female,19,18500,,,
13806,Female,64,4653,,,
13807,Male,26,20914,,,
13808,Female,30,20519,,,
13809,Male,38,13964,,,
13811,Male,43,19621,,,
13812,Male,37,14898,,,
13814,Male,28,15788,,,
13815,Female,47,7754,,,
13816,Male,63,5344,,,
13818,Female,25,9551,,,
13819,Female,31,25271,,,
13820,Female,38,27753,,,
13821,Male,19,16547,,,
13823,Male,57,17030,,,
13824,Female,57,24993,,,
13825,Male,34,21845,,,
13826,Female,39,16379,,,
13827,Male,39,22587,,,
13828,Female,28,18777,,,
13830,Male,26,22285,,,
13831,Male,45,33374,,,
13832,Female,57,13846,,,
13833,Female,38,24790,,,
13834,Male,27,24640,,,
13835,Male,23,15314,,,
13836,Male,30,22919,,,
13837,Male,21,18139,,,
13838,Female,40,2165,,,
13839,Male,28,13262,,,
13840,Female,29,3421,,,
13841,Female,54,13415,,,
13842,Male,56,24162,,,
13843,Female,48,2022,,,
13844,Female,29,20349,,,
13845,Female,29,20640,,,
13846,Male,25,10166,,,
13847,Male,39,25278,,,
13848,Female,19,4367,,,
13849,Female,37,24066,,,
13850,Male,28,13320,,,
13851,Male,52,5888,,,
13852,Male,35,10999,,,
13853,Male,20,13917,,,
13854,Female,34,21254,,,
13855,Female,38,15522,,,
13856,Male,29,21124,,,
13857,Male,21,10237,,,
13858,Female,27,17523,,,
13859,Female,24,22526,,,
13860,Male,56,12592,,,
13861,Female,53,17096,,,
13862,Female,26,9337,,,
13863,Male,38,3245,,,
13864,Male,20,22417,,,
13865,Male,19,9255,,,
13866,Male,18,20719,,,
13867,Male,42,14032,,,
13868,Male,35,24148,,,
13869,Female,27,22536,,,
13870,Female,19,24600,,,
13872,Female,34,2795,,,
13873,Female,19,6420,,,
13875,Male,27,12520,,,
13876,Male,36,6741,,,
13878,Male,30,18544,,,
13879,Female,32,5761,,,
13880,Male,39,13058,,,
13881,Female,28,24680,,,
13882,Female,34,15834,,,
13883,Female,32,15292,,,
13884,Male,32,17435,,,
13885,Male,62,19009,,,
13886,Female,61,17350,,,
13888,Male,40,3406,,,
13889,Male,42,10650,,,
13890,Male,36,23511,,,
13891,Female,28,8373,,,
13892,Female,26,22666,,,
13893,Male,25,5280,,,
13894,Male,32,21898,,,
13895,Female,38,17787,,,
13896,Female,40,15581,,,
13897,Female,40,5125,,,
13898,Male,65,21564,,,
13899,Male,48,9278,,,
13900,Male,53,11672,,,
13901,Male,26,12219,,,
13902,Female,29,17841,,,
13903,Female,25,14688,,,
13904,Female,45,4271,,,
13905,Female,40,12621,,,
13906,Female,63,11166,,,
13907,Female,55,13855,,,
13908,Female,22,24742,,,
13909,Male,34,8222,,,
13910,Female,30,9959,,,
13911,Female,31,3882,,,
13912,Male,39,5062,,,
13913,Male,52,15090,,,
13914,Female,43,13257,,,
13915,Male,36,9048,,,
13916,Male,49,6940,,,
13917,Female,45,7813,,,
13918,Male,38,16312,,,
13919,Female,32,11247,,,
13920,Male,38,20215,,,
13921,Male,19,15491,,,
13922,Male,23,20021,,,
13923,Male,36,9220,,,
13924,Male,29,5173,,,
13925,Female,37,16671,,,
13926,Male,51,33760,,,
13927,Male,44,4287,,,
13928,Male,41,14009,,,
13929,Male,32,2799,,,
13930,Male,27,23529,,,
13931,Female,20,16881,,,
13933,Male,39,32675,,,
13934,Male,21,6176,,,
13935,Male,20,21675,,,
13936,Male,55,12617,,,
13937,Male,28,11794,,,
13938,Female,37,19254,,,
13939,Female,25,23809,,,
13941,Male,30,15907,,,
13942,Female,34,23809,,,
13943,Female,19,34977,,,
13944,Male,46,19523,,,
13945,Male,24,26054,,,
13946,Female,38,4520,,,
13947,Male,53,19132,,,
13948,Female,38,6451,,,
13949,Female,52,7016,,,
13950,Female,33,5099,,,
13951,Male,19,11402,,,
13952,Female,64,16061,,,
13953,Male,21,8633,,,
13954,Male,30,13002,,,
13955,Female,22,31650,,,
13956,Male,57,7683,,,
13957,Male,20,7521,,,
13958,Male,39,4687,,,
13959,Female,28,21880,,,
13960,Female,28,12368,,,
13961,Female,18,15602,,,
13962,Female,31,6562,,,
13963,Female,44,5674,,,
13964,Female,19,22675,,,
13965,Male,64,19219,,,
13966,Female,35,17284,,,
13967,Male,25,8993,,,
13968,Female,27,7043,,,
13970,Male,22,32345,,,
13971,Male,36,7193,,,
13972,Female,60,10966,,,
13973,Male,22,17173,,,
13974,Female,23,23636,,,
13975,Male,27,11290,,,
13976,Female,34,18475,,,
13977,Male,39,15561,,,
13978,Female,39,19037,,,
13979,Male,24,24084,,,
13980,Male,63,24685,,,
13981,Male,62,3438,,,
13982,Male,46,17665,,,
13983,Male,19,16359,,,
13984,Male,34,4255,,,
13985,Male,18,12990,,,
13987,Male,26,2558,,,
13988,Female,39,4201,,,
13989,Male,53,5070,,,
13990,Female,26,6182,,,
13992,Male,25,7903,,,
13993,Female,56,7732,,,
13994,Female,43,13668,,,
13995,Female,48,2708,,,
13996,Female,27,5291,,,
13997,Female,18,24987,,,
13998,Male,40,6840,,,
13999,Male,37,15720,,,
14000,Female,33,24839,,,
14001,Male,40,15191,,,
14002,Female,28,22504,,,
14003,Female,32,9391,,,
14004,Female,37,6557,,,
14005,Female,22,18169,,,
14006,Male,27,14011,,,
14007,Female,20,17309,,,
14008,Male,35,2228,,,
14009,Male,24,8483,,,
14010,Male,33,4254,,,
14011,Male,55,14449,,,
14012,Male,25,28807,,,
14013,Female,29,18295,,,
14015,Male,31,5063,,,
14016,Female,63,24473,,,
14017,Female,25,3698,,,
14018,Male,25,12549,,,
14019,Male,35,22457,,,
14020,Female,47,20217,,,
14021,Female,39,9274,,,
14022,Female,22,29834,,,
14023,Male,33,5972,,,
14024,Male,25,27816,,,
14025,Male,59,18370,,,
14026,Male,30,18334,,,
14027,Female,30,5610,,,
14028,Female,62,24779,,,
14029,Male,31,30960,,,
14030,Male,54,18563,,,
14031,Female,31,24301,,,
14032,Female,28,19283,,,
14033,Female,20,13481,,,
14035,Female,22,9581,,,
14036,Female,47,14149,,,
14037,Female,40,3919,,,
14038,Male,61,19059,,,
14040,Male,28,4690,,,
14041,Male,29,8589,,,
14042,Male,26,20441,,,
14043,Female,34,7090,,,
14044,Male,63,9897,,,
14045,Male,61,13822,,,
14046,Male,26,30706,,,
14047,Female,35,5553,,,
14048,Female,35,7705,,,
14049,Male,24,11496,,,
14050,Female,30,23273,,,
14051,Male,25,2544,,,
14052,Male,51,5663,,,
14053,Female,27,2000,,,
14054,Male,18,2443,,,
14055,Female,38,9932,,,
14056,Male,29,11716,,,
14057,Male,26,16512,,,
14058,Male,22,18227,,,
14059,Male,26,15196,,,
14060,Male,51,5996,,,
14061,Male,21,20033,,,
14062,Female,25,12773,,,
14064,Male,39,13679,,,
14065,Female,38,20023,,,
14066,Female,26,16698,,,
14067,Female,28,18398,,,
14068,Female,62,12943,,,
14069,Female,20,16026,,,
14070,Male,23,3562,,,
14071,Male,18,20404,,,
